,Validation,Training
169,0.782800018787384,0.7730799913406372
170,0.7821000218391418,0.7738000154495239
171,0.7889000177383423,0.7728599905967712
172,0.7886999845504761,0.7745800018310547
173,0.7918000221252441,0.7754200100898743
174,0.7929999828338623,0.7746999859809875
175,0.7896999716758728,0.7768200039863586
176,0.792900025844574,0.775879979133606
177,0.7904999852180481,0.7775999903678894
178,0.7817000150680542,0.7754799723625183
179,0.7864000201225281,0.7768200039863586
180,0.7946000099182129,0.7784000039100647
181,0.7998999953269958,0.7780799865722656
182,0.7867000102996826,0.7797399759292603
183,0.7942000031471252,0.7805600166320801
184,0.7943000197410583,0.783519983291626
185,0.7929999828338623,0.7806199789047241
186,0.7900000214576721,0.7824199795722961
187,0.7936999797821045,0.7833999991416931
188,0.7871000170707703,0.7837600111961365
189,0.7983999848365784,0.7819799780845642
190,0.7929999828338623,0.7808799743652344
191,0.7973999977111816,0.7838000059127808
192,0.7943000197410583,0.7831199765205383
193,0.8004999756813049,0.7857199907302856
194,0.795799970626831,0.7853999733924866
195,0.7908999919891357,0.7854200005531311
196,0.8033000230789185,0.7844799757003784
197,0.7997999787330627,0.7905200123786926
198,0.7950000166893005,0.7896400094032288
199,0.8047999739646912,0.7860999703407288
200,0.7893999814987183,0.7880399823188782
201,0.7936999797821045,0.79066002368927
202,0.7986999750137329,0.7881399989128113
203,0.7983999848365784,0.7884200215339661
204,0.7809000015258789,0.7904800176620483
205,0.8026999831199646,0.7910199761390686
206,0.8019000291824341,0.7914000153541565
207,0.8032000064849854,0.7922599911689758
208,0.8011000156402588,0.7902799844741821
209,0.794700026512146,0.789900004863739
210,0.7985000014305115,0.7936400175094604
211,0.8007000088691711,0.7949600219726562
212,0.8004999756813049,0.7936999797821045
213,0.7896999716758728,0.7966799736022949
214,0.8052999973297119,0.7954199910163879
215,0.7955999970436096,0.7965199947357178
216,0.7958999872207642,0.7956799864768982
217,0.7990999817848206,0.7959799766540527
218,0.8004999756813049,0.7961400151252747
219,0.8021000027656555,0.7968599796295166
220,0.795199990272522,0.8000400066375732
221,0.8023999929428101,0.796779990196228
222,0.8070999979972839,0.7987200021743774
223,0.8011000156402588,0.7996000051498413
224,0.8047000169754028,0.7978399991989136
225,0.7968000173568726,0.7992799878120422
226,0.8075000047683716,0.7996799945831299
227,0.8033999800682068,0.8012199997901917
228,0.8015000224113464,0.8006399869918823
229,0.8065000176429749,0.8029800057411194
230,0.8004000186920166,0.8024200201034546
231,0.8058000206947327,0.8038600087165833
232,0.8072999715805054,0.8014000058174133
233,0.8054999709129333,0.8004800081253052
234,0.8043000102043152,0.8045399785041809
235,0.8091999888420105,0.8047400116920471
236,0.8094000220298767,0.8048400282859802
237,0.8080000281333923,0.803820013999939
238,0.8069999814033508,0.8042799830436707
239,0.8033000230789185,0.8059999942779541
240,0.803600013256073,0.8061000108718872
241,0.8066999912261963,0.8071799874305725
242,0.8066999912261963,0.8077600002288818
243,0.8102999925613403,0.8093400001525879
244,0.8064000010490417,0.8073800206184387
245,0.8073999881744385,0.8078799843788147
246,0.8069000244140625,0.8066999912261963
247,0.8059999942779541,0.8079800009727478
248,0.8105000257492065,0.8081600069999695
249,0.8126999735832214,0.8096399903297424
250,0.8155999779701233,0.8134999871253967
251,0.8051000237464905,0.8111400008201599
252,0.8108999729156494,0.8098000288009644
253,0.8144999742507935,0.8095999956130981
254,0.8084999918937683,0.8114200234413147
255,0.8104000091552734,0.8133999705314636
256,0.8130999803543091,0.8104000091552734
257,0.8152999877929688,0.8130800127983093
258,0.8077999949455261,0.8121200203895569
259,0.8162000179290771,0.813040018081665
260,0.8090000152587891,0.811739981174469
261,0.8125,0.8141000270843506
262,0.8102999925613403,0.8136000037193298
263,0.8069000244140625,0.8144199848175049
264,0.8086000084877014,0.815559983253479
265,0.8064000010490417,0.817080020904541
266,0.8101000189781189,0.8148000240325928
267,0.8131999969482422,0.8162599802017212
268,0.8137999773025513,0.8150799870491028
269,0.8134999871253967,0.8178200125694275
270,0.816100001335144,0.8174600005149841
271,0.8179000020027161,0.8137199878692627
272,0.8166999816894531,0.8172000050544739
273,0.8184999823570251,0.8194599747657776
274,0.8166999816894531,0.8182200193405151
275,0.8176000118255615,0.8179200291633606
276,0.8116000294685364,0.8198599815368652
277,0.8126000165939331,0.8197000026702881
278,0.8176000118255615,0.8180199861526489
279,0.8185999989509583,0.8199999928474426
280,0.8202999830245972,0.8201599717140198
281,0.8165000081062317,0.821179986000061
282,0.8205999732017517,0.8192399740219116
283,0.8188999891281128,0.8202800154685974
284,0.8169000148773193,0.821399986743927
285,0.8253999948501587,0.823140025138855
286,0.823199987411499,0.8228200078010559
287,0.8223999738693237,0.8218200206756592
288,0.8194000124931335,0.8216599822044373
289,0.8176000118255615,0.8242400288581848
290,0.8188999891281128,0.8251199722290039
291,0.8185999989509583,0.8242999911308289
292,0.8130000233650208,0.8238199949264526
293,0.8226000070571899,0.8238400220870972
294,0.826200008392334,0.8242400288581848
295,0.8148999810218811,0.8242599964141846
296,0.8195000290870667,0.8275399804115295
297,0.8169000148773193,0.8270400166511536
298,0.8251000046730042,0.8245800137519836
299,0.8187000155448914,0.8252000212669373
